/in/ssc-cgl/mock-test	batch 1 mock-test hub
/in/ssc-chsl/mock-test	batch 1 mock-test hub
/in/ssc-gd-constable/mock-test	batch 1 mock-test hub
/in/rrb-ntpc/mock-test	batch 1 mock-test hub
/in/rrb-group-d/mock-test	batch 1 mock-test hub
/in/ibps-po/mock-test	batch 1 mock-test hub
/in/ibps-clerk/mock-test	batch 1 mock-test hub
/in/sbi-po/mock-test	batch 1 mock-test hub
/in/sbi-clerk/mock-test	batch 1 mock-test hub
/in/ssc-mts/mock-test	batch 1 mock-test hub
/in/rrb-alp/mock-test	batch 2 mock-test hub
/in/rrb-je/mock-test	batch 2 mock-test hub
/in/rbi-assistant/mock-test	batch 2 mock-test hub
/in/ibps-rrb-office-assistant/mock-test	batch 2 mock-test hub
/in/ibps-rrb-officer-scale-1/mock-test	batch 2 mock-test hub
/in/rbi-grade-b/mock-test	batch 2 mock-test hub
/in/rrb-technician/mock-test	batch 2 mock-test hub
/in/rpf-constable/mock-test	batch 2 mock-test hub
/in/niacl-ao/mock-test	batch 2 mock-test hub
/in/ssc-selection-post/mock-test	batch 3 mock-test hub
/in/ctet/mock-test	batch 3 mock-test hub
/in/lic-aao/mock-test	batch 3 mock-test hub
/in/rpf-si/mock-test	batch 3 mock-test hub
/in/ssc-cht/mock-test	batch 3 mock-test hub
/in/sebi-grade-a/mock-test	batch 3 mock-test hub
/in/clat/mock-test	batch 4 mock-test hub
/in/ailet/mock-test	batch 4 mock-test hub
/in/nmat/mock-test	batch 4 mock-test hub
/in/gate/mock-test	batch 4 mock-test hub
